generation,avg_fitness,max_fitness
0,0.22759002399945372,0.3221673829644971
1,0.24421258121473727,0.3154621802023466
2,0.251110106491916,0.3135422672649408
3,0.2709683240897062,0.316480194268886
4,0.2717496013101134,0.3473731449553047
5,0.27572792862460244,0.34841314347301633
6,0.28067103509145647,0.3875394990105905
7,0.30211271901842035,0.40477676871254215
8,0.30836590989095874,0.40068689394615337
9,0.30725600371988826,0.42355606000356766
10,0.35479289300814343,0.46025066813587084
11,0.3400338008274187,0.4618353067387019
12,0.3447886351801353,0.45883152068296806
13,0.3530069692845887,0.4588366793777737
14,0.3443524337260895,0.45638491944157755
15,0.3588400765099816,0.45491386347985985
16,0.3311483958174189,0.4526581195255612
17,0.3621627103597179,0.4533252083550836
18,0.36629217421051496,0.45456072283841015
19,0.3394650502608159,0.4557531518468526
20,0.3635626758543463,0.45496550832680455
21,0.36958247512437026,0.4591614839821828
22,0.3501383428914266,0.4615641788936513
23,0.38704596789108375,0.4597331052448319
24,0.39260010882020974,0.4588444174199822
25,0.38935583992136724,0.46148882943808944
26,0.4185884835966488,0.46186582939812676
27,0.3815310686503223,0.46556175338968653
28,0.36822867572281937,0.4663723634805992
29,0.3819484290482357,0.46303076400479903
30,0.41030112174095623,0.46511567908570767
31,0.380538607076109,0.47515552790500326
32,0.3683823135662055,0.47197498719948916
33,0.35213080424719545,0.4735091127177359
34,0.37277440006413354,0.4709871380871288
35,0.3812432509003009,0.4704014614447844
36,0.36669740854107746,0.47149247793795934
37,0.38600512638768,0.4718681431229996
38,0.38261423418279455,0.4723724869448884
39,0.4071778714708286,0.4718242715137369
40,0.40410927095445465,0.4712020920075043
41,0.3918867748039453,0.4696029256609898
42,0.3787911588639861,0.4704508561813271
43,0.3877934713291108,0.4715221147798849
44,0.3724304619068916,0.4729754800299323
45,0.392712180430851,0.470019533649613
46,0.38581649760817377,0.47153780266436224
47,0.39566505391399254,0.4713234609454212
48,0.384765546527329,0.47153270938463354
49,0.3841345740671797,0.4739536404702353
