generation,avg_fitness,max_fitness
0,0.24319372223068808,0.3332101343442073
1,0.25766564920398394,0.3377681982171714
2,0.2723359808363734,0.343147448559057
3,0.29437933414454903,0.3399026212157335
4,0.2981391239000323,0.3953676608304546
5,0.29136034375227177,0.39373264121714546
6,0.2752676232211492,0.39094419912091394
7,0.3017605841080044,0.3976752658871585
8,0.3193106010350558,0.39794974729066424
9,0.3213208933040482,0.3951924172937987
10,0.3264452436025321,0.41096398383501764
11,0.27849342648039127,0.4090198617736816
12,0.3158717619867361,0.43340739724959176
13,0.3320418709413429,0.43340739724959176
14,0.3535637359402524,0.4305362942725047
15,0.3626971280858593,0.43111187494590975
16,0.3398964419071722,0.4339033673349911
17,0.3645936686525445,0.43985711159906205
18,0.3370040564938372,0.4413671006256627
19,0.3483284129426458,0.44053815888171793
20,0.3746023987099703,0.44200308558063495
21,0.3720748094537533,0.4430019637730665
22,0.3765249830994227,0.44314090634664727
23,0.38115123509365795,0.4436012879919775
24,0.3947289515714055,0.4376496891801636
25,0.37908280619162704,0.4573904882063045
26,0.3743072897510971,0.454844384318199
27,0.384859712437218,0.45112377606829723
28,0.3947755868096595,0.4583604555402002
29,0.4043780629180304,0.45832124813197805
30,0.39063591904539047,0.45761084247111816
31,0.3820869656358719,0.45414756310448223
32,0.37987423304990003,0.4570059180454134
33,0.3682032315003146,0.4531832539222769
34,0.403225515384603,0.46876386818123184
35,0.3950271089715786,0.4678193330247197
36,0.4010896330148029,0.47021768228942623
37,0.39427072757027765,0.47053138872045963
38,0.39471938865857564,0.4698243805047685
39,0.4007125924365113,0.4722187487009035
40,0.3701428327404342,0.4727382924777596
41,0.3584573481751043,0.47336562026433593
42,0.38046323487003036,0.47315116624059533
43,0.38786789670880695,0.4702758794566765
44,0.39244140154062923,0.46984321295851145
45,0.39285653950884225,0.4684934155208295
46,0.4170819083681151,0.47143840191844777
47,0.4189458664806243,0.470500107244814
48,0.4001708920805735,0.4726813315239976
49,0.397372297855944,0.47021424579870963
