generation,avg_fitness,max_fitness
0,0.2563485790149354,0.3151634993417416
1,0.27240636934863355,0.31623340784165466
2,0.270340615062649,0.3542765111478027
3,0.27684475276933784,0.3542765111478027
4,0.2852630041701743,0.40271477194376787
5,0.3101760221011859,0.40271477194376787
6,0.3031985410167028,0.40271477194376787
7,0.3267291386078837,0.40271477194376787
8,0.34873719263168046,0.4365856513516895
9,0.3449809631536273,0.46478399464049885
10,0.3505850489166151,0.46478399464049885
11,0.37663233456822937,0.46478399464049885
12,0.3804250417653667,0.46478399464049885
13,0.36148634895848525,0.46478399464049885
14,0.3957140400043547,0.46478399464049885
15,0.40612359672775844,0.4655856140791341
16,0.4093470148940831,0.4655856140791341
17,0.38238990764438124,0.4655856140791341
18,0.3660791731762792,0.4655856140791341
19,0.37779492387946323,0.4655856140791341
20,0.37239402374489905,0.4655856140791341
21,0.36234484705076897,0.4655856140791341
22,0.3970333752661046,0.4655856140791341
23,0.3849703395640164,0.4655856140791341
24,0.37249564691698106,0.4655856140791341
25,0.40742513795100155,0.4655856140791341
26,0.4066778360133409,0.4655856140791341
27,0.39273354906938074,0.4655856140791341
28,0.4020056707528215,0.4655856140791341
29,0.4006420157081951,0.4655856140791341
30,0.39096442010599414,0.4655856140791341
31,0.3815066373295151,0.4655856140791341
32,0.368093624430583,0.4655856140791341
33,0.3872826491630959,0.4655856140791341
34,0.42513351839042723,0.4679911120611646
35,0.4097650232871075,0.4679911120611646
36,0.3905191734233272,0.4679911120611646
37,0.3926481546710228,0.4679911120611646
38,0.3737629449413266,0.4679911120611646
39,0.3859416910389664,0.4679911120611646
40,0.3965222011834262,0.4679911120611646
41,0.40603555214401665,0.4679911120611646
42,0.3953473248488965,0.4679911120611646
43,0.39821170734176614,0.4679911120611646
44,0.39477367191641305,0.4679911120611646
45,0.36650791825227785,0.4679911120611646
46,0.3858905463287847,0.4679911120611646
47,0.369957638212942,0.4679911120611646
48,0.38709266837674117,0.4679911120611646
49,0.4166718646021405,0.4679911120611646
