generation,avg_fitness,max_fitness
0,0.2472885718026048,0.3252345082075687
1,0.262155308473939,0.3265058098484078
2,0.25814616254540895,0.3305992832343383
3,0.2522326129619228,0.325587606886095
4,0.2613810825140845,0.3240732570374164
5,0.2599991703960869,0.32316464712820925
6,0.265129075404423,0.3258658750275616
7,0.26974114744618444,0.3249405078790675
8,0.2721055779896416,0.3336486989007502
9,0.2937890479001844,0.42418198668015195
10,0.30590521064939585,0.4175008269797334
11,0.301800695832932,0.4222552025916525
12,0.30616380751600675,0.42559109151427343
13,0.32038243162807933,0.42133727372069285
14,0.3659489497362296,0.4250403341916976
15,0.33747127619764794,0.426778906918831
16,0.3559604333854163,0.42782205055511113
17,0.35326563908388015,0.4284479367368792
18,0.37328112275093145,0.4304237378520464
19,0.3384331954330599,0.43386618779360153
20,0.37667113082970166,0.43694105016333257
21,0.361249080343274,0.43002289615300093
22,0.3653009663917524,0.43413780205005154
23,0.3687551287450845,0.4385735191267424
24,0.36959376984087733,0.43466618179203037
25,0.351007381354878,0.43233760990437375
26,0.35814559774703525,0.42947241476888487
27,0.349209752821908,0.43209822509158924
28,0.3702430484080196,0.43434300089549294
29,0.3599969028925859,0.4355283838119882
30,0.3467361846437344,0.43309881414550017
31,0.37511056053627895,0.46767904298492424
32,0.3829104699148055,0.4671256168705538
33,0.3766149945177942,0.467346987316302
34,0.33871672738116665,0.4680159382711578
35,0.3803598967063977,0.46555154250653574
36,0.3928758252665554,0.463758130679784
37,0.391289608123496,0.4650520141983344
38,0.37911366963760923,0.4666389544003773
39,0.3901286178457516,0.4648809821937619
40,0.3915348931094998,0.4655858444327174
41,0.40867467808709534,0.4668693413813315
42,0.37874220344875276,0.4664817713792325
43,0.3852536342472238,0.4644023643487186
44,0.38633611307520876,0.46622203029830406
45,0.3843639084647366,0.46602689450927753
46,0.3822475705669396,0.46585026111418953
47,0.3780338640197597,0.46637191234995123
48,0.3849818046154396,0.46780031185039184
49,0.38996403110456584,0.4655672543194497
50,0.4024190846858729,0.46543999707772465
51,0.40014585434236083,0.4668717441280114
52,0.40246286389540736,0.4666670786721866
53,0.38819842443282676,0.4666395539556643
54,0.3543668717704893,0.46504600397060636
55,0.3818657323254661,0.4652573004563699
56,0.38048492511145554,0.46496701786868855
57,0.3717522404922756,0.46823834511210966
58,0.3700370026528516,0.46796946939313167
59,0.373811690223854,0.46618324969045055
60,0.39590727308098794,0.46423039082193346
61,0.4161286286604294,0.46613063327870086
62,0.4249904077082039,0.46756804497800414
63,0.40323801382145735,0.4678776154590105
64,0.3967159881412422,0.4666018300182849
65,0.4112225874722979,0.46758709522646535
66,0.38314907738653403,0.467215741722544
67,0.3716866170118229,0.46876386818123184
68,0.40895601800853926,0.4690674995012462
69,0.41451311316698053,0.4680015118167282
70,0.40996206679363156,0.47005250816112565
71,0.3975632241625959,0.4712831059677641
72,0.40977868214116536,0.47283207474265976
73,0.40519964316003204,0.47180677394485804
74,0.3957881114855106,0.4708932429594219
75,0.3902215841755711,0.4700414930481459
76,0.4222552012910185,0.4704256751756914
77,0.4065335528203635,0.46881641722139533
78,0.3745159167997268,0.4696906296796411
79,0.35443706959273164,0.46931992508027737
80,0.3873473272870491,0.47165416621016776
81,0.3718418943415452,0.47168160051083385
82,0.37310354611545143,0.46989063076298754
83,0.3602834051613138,0.4706234792425258
84,0.38953886571542606,0.4692557580020027
85,0.39072670645506097,0.4716156659632029
86,0.3740978753853878,0.4719420559381457
87,0.39140229836220464,0.4718543343476207
88,0.39796640995149407,0.47290884176478054
89,0.3867151296618046,0.47299690612995704
90,0.3789175060507989,0.47449060289052025
91,0.40274496600088483,0.473018429152219
92,0.38922365207041915,0.47306265856242014
93,0.40995232969091566,0.47308919620854073
94,0.41335182168231716,0.47196104682438655
95,0.3924465518971743,0.4724282291657206
96,0.4017581609061974,0.47185771684623623
97,0.42946832066738144,0.47202826184773045
98,0.42509522434424674,0.46945120274029195
99,0.3943138583789415,0.4709223227152639
