generation,avg_fitness,max_fitness
0,0.25891054765354543,0.3340939730569405
1,0.2696057651649395,0.3340939730569405
2,0.2716996690435525,0.3340939730569405
3,0.2708982028020629,0.3340939730569405
4,0.32120584108004313,0.42454231758176625
5,0.3244653604854716,0.42454231758176625
6,0.3294250225406558,0.42454231758176625
7,0.33832056387895304,0.42454231758176625
8,0.32384225864059224,0.4470170201995211
9,0.35486870636255824,0.4724316409005599
10,0.3866812032614622,0.4724316409005599
11,0.35983493968970526,0.4724316409005599
12,0.3662862769223673,0.4724316409005599
13,0.36567575975673666,0.4724316409005599
14,0.3973852661541793,0.4724316409005599
15,0.3869793366599175,0.4724316409005599
16,0.38662568219746907,0.4724316409005599
17,0.39724569200911536,0.4724316409005599
18,0.3920016720775307,0.4724316409005599
19,0.4008750015965818,0.4724316409005599
20,0.4084572296894766,0.4724316409005599
21,0.4088488126073992,0.4724316409005599
22,0.40130155165399717,0.4724316409005599
23,0.40073299021466907,0.4724316409005599
24,0.40482555115189434,0.4724316409005599
25,0.4001918053719345,0.4724316409005599
26,0.383891646265613,0.4724316409005599
27,0.35969619529308344,0.4724316409005599
28,0.3714381284315443,0.4724316409005599
29,0.3788594673917373,0.4724316409005599
30,0.35484421706702174,0.4724316409005599
31,0.35161909568209315,0.4724316409005599
32,0.4042437114410941,0.4724316409005599
33,0.39965519131833893,0.4724316409005599
34,0.39268034366937443,0.4724316409005599
35,0.3790407123656417,0.4724316409005599
36,0.3954738808981085,0.4724316409005599
37,0.38880560575080814,0.4724316409005599
38,0.40605870283770157,0.4724316409005599
39,0.3535023412738907,0.4724316409005599
40,0.38754864091473123,0.4724316409005599
41,0.3829045806539831,0.4724316409005599
42,0.38492170519539926,0.4724316409005599
43,0.3802257732157473,0.4724316409005599
44,0.35516121528981515,0.4724316409005599
45,0.3656747398714612,0.4724316409005599
46,0.3692759135514197,0.4724316409005599
47,0.35972072701111474,0.4724316409005599
48,0.3868770869263649,0.4724316409005599
49,0.38931597732561957,0.4724316409005599
